species,temp_opt_min,Temp_Opt_Max,Rain_Opt_Min,Rain_Opt_Max,Lat_Opt_Min,Lat_Opt_Max,Alt_Opt_Min,Alt_Opt_Max,pH_Opt_Min,pH_Opt_Max,Light_Opt_Min,Light_Opt_Max,Texture_Ops
Lavandula dentata,15,24,700,1000,30,25,---,---,6.5,7,very bright,very bright,"medium, light"
Lavandula intermedia,17,26,600,1000,700,200,---,---,6.5,7,very bright,very bright,"medium, light"
Lavandula latifolia,18,26,900,1100,-,-,---,---,6.5,7,very bright,very bright,"medium, light"
Leersia hexandra,27,33,1000,3000,-,-,---,---,5,6,very bright,very bright,heavy
Lemna minor,7,25,700,3000,10,8,---,---,4.5,7.5,clear skies,very bright,"heavy, medium, light, wide, organic"
Lemuropisum edule,22,30,400,500,22,20,---,---,6.5,8,very bright,very bright,light
Lens culinaris,15,29,600,1000,30,10,---,---,5.5,7.5,very bright,very bright,"heavy, medium"
Lepidium meyenii,12,18,600,800,10,-,---,---,6.5,7.5,very bright,very bright,heavy
Lepidium sativum,14,21,1000,1800,-,-,---,---,6,7,cloudy skies,light shade,"heavy, medium, light"
Leptochloa fusca,15,30,250,1000,-,-,---,---,5,8,very bright,very bright,"heavy, medium, light"
Lespedeza stipulacea,14,24,1000,1300,35,35,---,---,6,6.5,very bright,cloudy skies,medium
Lespedeza striata,16,26,900,1200,25,25,---,---,5.5,6.5,very bright,cloudy skies,"heavy, medium, light"
Lesquerella fendleri,11,18,300,1100,-,-,---,---,6.5,8,very bright,very bright,"medium, light"
Leucaena diversifolia,18,30,700,1500,10,10,---,---,5.5,6.5,very bright,clear skies,"heavy, medium"
Levisticum officinale,12,18,700,1200,-,-,---,---,6,7,very bright,clear skies,"medium, organic"
Licuala ramsayi,22,32,2400,3600,11,5,---,---,5.5,6.5,cloudy skies,light shade,"heavy, medium"
Limnanthes alba,8,16,800,1000,30,30,---,---,6,6.5,clear skies,cloudy skies,"heavy, medium"
Linum usitatissimum,16,24,500,800,49,-,---,---,6,6.5,clear skies,cloudy skies,"heavy, medium"
Liquidambar styraciflua,20,34,1000,1500,11,11,---,---,5,7,very bright,clear skies,"heavy, medium"
Livistona australis,20,28,900,1100,25,25,---,---,5.5,7,very bright,clear skies,"medium, organic"
Lolium multiflorum,14,30,500,900,28,25,---,---,5,7.5,clear skies,very bright,medium
Lonchocarpus nicou,23,32,2300,2700,-,-,---,---,5.5,6.5,very bright,light shade,"medium, organic"
Lophostemon suaveolens,22,33,650,1800,11,11,---,---,5,6,very bright,clear skies,"heavy, medium, light"
Lotus corniculatus,15,25,600,1000,42,40,---,---,6,7,very bright,cloudy skies,"heavy, medium"
Lotus creticus,12,30,400,800,30,30,---,---,6.5,7.5,clear skies,very bright,light
Lotus edulis,15,24,500,700,32,30,---,---,6.5,7.5,very bright,clear skies,light
Lotus halophilus,15,24,250,500,28,25,---,---,6.5,7.5,very bright,clear skies,light
Lotus tenuis,15,23,600,800,32,30,---,---,5.5,7.5,very bright,clear skies,"heavy, medium"
Lotus uliginosus,15,24,700,900,35,25,---,---,5.5,8,very bright,clear skies,"medium, light, organic"
Loudetia simplex,22,28,750,1000,-,-,---,---,5.5,6.5,very bright,very bright,light
Lumnitzera littorea,22,28,1000,2500,-,-,---,---,6.8,7.2,very bright,very bright,heavy
Lumnitzera racemosa,22,28,800,2000,-,-,---,---,6.5,7,very bright,very bright,heavy
Lupinus albus,18,24,400,1000,-,-,---,---,5.5,6.4,very bright,clear skies,"medium, light"
Lupinus cosentinii,20,28,400,850,-,-,---,---,5.5,6.5,very bright,clear skies,"medium, light"
Lupinus luteus,18,24,450,1000,30,-,---,---,5.5,7,very bright,clear skies,light
Lupinus mutabilis,18,24,500,1000,-,-,---,---,5,6.5,very bright,clear skies,"medium, light"
Lupinus pilosus,12,18,450,1000,20,-,---,---,6.5,7.4,very bright,clear skies,light
Lycium chinense,13,25,700,1500,20,-,---,---,5.5,7.5,very bright,very bright,"heavy, medium, light"
Maesopsis eminii,22,28,1500,2500,-,-,---,---,5.5,7,very bright,very bright,"medium, light"
Majorana hortensis,20,26,800,1000,10,-,---,---,5.5,7,very bright,very bright,medium
Mallotus philippensis,25,34,1000,2500,-,-,---,---,5,6.7,very bright,cloudy skies,"medium, light"
Malva moschata,14,28,500,1500,42,40,---,---,7,8,cloudy skies,very bright,medium
Manilkara zapota,20,34,1000,1500,-,-,---,---,6,7,cloudy skies,very bright,medium
Marrubium vulgare,17,24,600,1000,-,-,---,---,5.5,7.5,very bright,very bright,"medium, light"
Matricaria recutita,19,25,700,1000,45,40,---,---,5.5,6.5,very bright,very bright,"heavy, medium, light"
Mauritia flexuosa,22,30,2000,4500,-,-,---,---,4,5,very bright,clear skies,"heavy, medium, light, wide, organic"
Medicago arabica,15,28,600,900,25,25,---,---,7,8,very bright,cloudy skies,medium
Medicago falcata,15,24,500,900,-,-,---,---,6,7,very bright,very bright,"medium, light"
Medicago intertexta,15,20,350,500,-,-,---,---,6.5,7.5,very bright,clear skies,"medium, heavy"
Medicago laciniata,15,20,350,500,20,20,---,---,6.5,7.5,very bright,clear skies,light
Medicago littoralis,15,20,400,600,30,30,---,---,6.5,7.5,very bright,clear skies,light
Medicago lupulina,14,25,600,1000,35,20,---,---,6,7,very bright,cloudy skies,"heavy, medium, light"
Medicago minima,15,20,350,500,30,25,---,---,6.5,7.5,very bright,clear skies,"heavy, medium, light"
Medicago orbicularis,14,24,600,1000,30,10,---,---,7,7.5,very bright,very bright,medium
Medicago polymorpha,15,25,600,1000,-,-,---,---,6.5,7,cloudy skies,light shade,medium
Medicago rigidula,15,20,350,500,35,30,---,---,6.5,7.5,very bright,clear skies,"heavy, medium, light"
Medicago rugosa,15,20,350,500,25,25,---,---,6.5,7.5,very bright,clear skies,"heavy, medium"
Medicago scutellata,18,26,600,900,35,30,---,---,6.5,7,very bright,clear skies,"heavy, medium"
Medicago tornata,15,20,350,500,25,25,---,---,6.5,7.5,very bright,clear skies,light
Medicago truncatula,20,25,400,800,25,20,---,---,6.5,7.5,very bright,clear skies,"heavy, medium, light"
Medicago turbinata,15,20,350,500,25,25,---,---,6.5,7.5,very bright,clear skies,"heavy, medium, light"
Medicago varia,15,23,700,1000,-,-,---,---,6.5,7,very bright,very bright,"medium, light"
Melaleuca arcana,22,32,1600,1900,11,11,---,---,5,6,very bright,clear skies,light
Melaleuca bracteata,22,34,400,900,16,16,---,---,5,7,very bright,clear skies,heavy
Melaleuca cajuputi,22,32,1250,1600,10,10,---,---,5,6,very bright,clear skies,heavy
Melaleuca dealbata,31,37,900,1500,11,11,---,---,6,7,very bright,clear skies,light
Melaleuca lanceolata,18,32,400,550,25.5,25.5,---,---,5.5,7,very bright,very bright,"heavy, medium, light"
Melaleuca nervosa,22,38,700,1150,12,12,---,---,5.5,7,very bright,clear skies,light
Melaleuca viridiflora,22,38,400,1600,8,8,---,---,5,7.5,very bright,clear skies,"heavy, medium, light, organic"
Melia azedarach,16,30,600,1000,20,10,---,---,6,7,very bright,clear skies,"medium, light"
Melia azedarach var. australasica,18,32,600,1000,11,11,---,---,5,6,very bright,clear skies,"heavy, medium, light"
Melia compostia,30,42,1500,2500,10,-,---,---,5.5,6.5,very bright,clear skies,medium
Melilotus indica,15,25,600,900,5,5,---,---,6.5,7,very bright,clear skies,"heavy, medium"
Melilotus officinalis,12,24,450,800,-,-,---,---,6,7,very bright,clear skies,"heavy, medium, light, organic"
Melilotus suaveolens,10,17,700,900,-,-,---,---,6,7,very bright,clear skies,"medium, light"
Melocalamus compactiflorus,20,29,1000,2000,15,-,---,---,5.5,6.5,clear skies,cloudy skies,heavy
Melocanna baccifera,20,33,2000,3000,15,-,---,---,5.5,6.5,very bright,clear skies,"heavy, medium"
Mentha pulegium,13,22,500,800,-,-,---,---,6.5,7.5,very bright,very bright,light
Mentha spicata var. crispa,15,25,900,1200,30,10,---,---,5.5,6.5,very bright,clear skies,medium
Mesua ferrea,30,35,3000,4000,20,20,---,---,5,5.5,very bright,cloudy skies,"medium, light"
Michelia champaca,30,37,3000,4000,15,15,---,---,4.5,5.5,very bright,very bright,medium
Michelia doltsopa,30,37,3000,4000,5,5,---,---,4.5,5,very bright,very bright,medium
Mikania cordata,22,28,2000,2500,-,-,---,---,4.5,5.5,very bright,clear skies,"heavy, medium, light"
Miliusa velutina,30,42,1000,2000,-,-,---,---,6.5,7,very bright,cloudy skies,"heavy, medium, light"
Mimosa pigra,15,30,800,1500,-,-,---,---,5.5,7,clear skies,very bright,"heavy, medium, light"
Momordica charantia,22,30,2000,2500,-,-,---,---,6,6.5,clear skies,clear skies,"medium, organic"
Momordica cochinchinensis,20,30,1500,2500,-,-,---,---,6.5,7,very bright,clear skies,medium
Monstera deliciosa,28,34,1300,2000,15,15,---,---,5.5,6,light shade,heavy shade,"medium, light"
Morus rubra,19,25,800,1200,25,25,---,---,5.5,7,clear skies,very bright,"heavy, medium, light"
Mucuna pruriens,20,30,1000,2000,-,-,---,---,5,7,very bright,very bright,"medium, light"
Murraya koenigii,27,41,1400,1800,-,-,---,---,5.5,6.5,very bright,clear skies,"medium, light"
Musa acuminata,23,33,1200,3600,-,-,---,---,5.5,7.5,very bright,cloudy skies,"medium, organic"
Musa acuminata x balbisiana,25,35,1400,2400,31,31,---,---,5.5,6.5,very bright,clear skies,"medium, light"
Musa halabanensis,24,30,1200,3000,-,-,---,---,5.5,7,very bright,clear skies,"medium, organic"
Musa salaccensis,24,30,1200,3000,-,-,---,---,5.5,7,very bright,clear skies,"medium, organic"
Musanga cecropioides,28,36,3000,4000,-,-,---,---,4.5,5.5,very bright,clear skies,"medium, light"
Myrciaria cauliflora,22,28,900,1500,21,21,---,---,5.5,7.5,clear skies,cloudy skies,"medium, light"
Myroxylon balsamum,22,28,2000,2700,-,-,---,---,5.5,6.5,very bright,clear skies,light
Myroxylon balsamum var. perei.,22,30,2000,2600,10,-,---,---,6.5,7.5,very bright,clear skies,light
Myrsine africana,22,30,600,800,5,5,---,---,5,5.5,very bright,clear skies,"medium, light"
Myrtus communis,15,24,500,800,-,-,---,---,6,7,very bright,clear skies,"heavy, medium, light"
Nauclea orientalis,30,40,1000,3500,12,12,---,---,5.5,6.5,very bright,clear skies,"heavy, medium, light"
Neofabricia myrtifolia,22,34,1100,1600,11,11,---,---,5.5,6.5,very bright,clear skies,light
Neoglazovia variegata,18,30,500,700,-,-,---,---,6,7,very bright,very bright,"medium, light"
Neohouzeaua dullooa,20,29,1000,2000,15,-,---,---,5,6,clear skies,cloudy skies,heavy
Nepeta cataria,7,19,600,1000,-,-,---,---,5.5,6.5,very bright,clear skies,"medium, light"
Neptunia prostrata,25,35,1500,2000,-,-,---,---,5,6.5,very bright,very bright,"heavy, medium, light"
Nicotiana rustica,15,30,600,700,-,-,---,---,5.5,6,very bright,very bright,light
Nigella sativa,14,26,600,800,30,5,---,---,6.5,7.3,very bright,clear skies,"heavy, medium, light"
Nothofagus cunninghamii,16,24,1100,2500,37,37,---,---,5.5,7,very bright,cloudy skies,"medium, organic"
Nothofagus moorei,18,25,1300,1700,28,28,---,---,5.5,6.5,very bright,clear skies,medium
Nuphar advena,14,30,700,1500,22,20,---,---,5,7.5,clear skies,very bright,"medium, organic"
Nuphar lutea,18,28,400,1400,35,30,---,---,6.5,7.5,clear skies,very bright,"heavy, organic"
Ochroma pyramidale,18,35,2500,3000,-,-,---,---,5.5,6.5,very bright,very bright,medium
Ocimum tenuiflorum,20,28,1000,3000,-,-,---,---,6,7.5,clear skies,very bright,"medium, organic"
Octomeles sumatrana,29,34,3000,4000,-,-,---,---,4.5,5.5,very bright,clear skies,"medium, light"
Olea africana,22,28,500,1000,-,-,---,---,6.5,7.5,very bright,very bright,"heavy, medium, light"
Olea capensis,14,18,800,1200,-,-,---,---,5.5,7,clear skies,very bright,medium
Olea cuspidata,24,32,500,650,30,10,---,---,6,7,very bright,cloudy skies,"medium, light"
Oncosperma tigillarium,20,30,1500,3000,-,-,---,---,6,6.5,clear skies,light shade,"heavy, medium, light, organic"
Onobrychis scrobiculata,18,27,400,600,35,30,---,---,6.5,7.5,very bright,clear skies,light
Onobrychis viciifolia,18,27,400,800,30,-,---,---,6.5,7.5,very bright,clear skies,"heavy, medium, light"
Opuntia ficus-indica,18,26,700,1300,-,-,---,---,7,7.5,very bright,clear skies,"medium, light"
Orbignya cohume,25,30,1200,2500,15,15,---,---,5.5,7.3,very bright,cloudy skies,"heavy, medium, light"
Orbignya oleifera,25,30,1200,1700,-,-,---,---,6,7.5,clear skies,light shade,"heavy, medium, light"
Origanum onites,15,25,800,1000,30,25,---,---,7,7.5,very bright,very bright,"medium, light"
Ornithopus roseus,16,26,600,800,20,-,---,---,6,7,very bright,clear skies,medium
Ornithopus sativus,15,20,600,800,27,25,---,---,4.5,6.5,clear skies,very bright,"medium, light"
Oryza glaberrima,26,32,1000,1500,-,-,---,---,5.5,7,very bright,clear skies,medium
Oryza sativa ssp. indica,25,35,1500,2000,-,-,---,---,5,8,very bright,very bright,"heavy, medium, light"
Oryza sativa ssp. javanica,23,35,1500,2000,-,-,---,---,5.5,7,very bright,very bright,heavy
Oryzopsis holciformis,9,16,400,500,30,30,---,---,6.5,7,very bright,clear skies,light
Oryzopsis miliacea,16,25,450,650,38,38,---,---,7,7.5,very bright,cloudy skies,"heavy, medium, light"
Oxytenanthera nigrociliata,20,29,1000,2000,15,-,---,---,5,5.5,clear skies,cloudy skies,medium
Pachystela msolo,16,31,640,1750,-,-,---,---,5.5,7,cloudy skies,clear skies,"medium, light"
Palaquium gutta,24,30,2000,3000,-,-,---,---,6,7,very bright,clear skies,medium
Panax ginseng,12,20,700,1300,38,30,---,---,5.5,7,light shade,cloudy skies,"medium, organic"
Panax quinquefolium,12,20,900,1100,-,-,---,---,6,6.5,cloudy skies,light shade,"medium, organic"
Pandanus julianettii,13,24,3000,3500,-,-,---,---,4.5,5.5,clear skies,cloudy skies,"medium, organic"
Panicum coloratum var. makarikariense,26,32,500,700,16,14,---,---,5.5,6.5,very bright,very bright,heavy
Panicum maximum var. trichoglume,25,32,800,1800,-,-,---,---,6.5,7,very bright,light shade,medium
Panicum miliaceum,20,32,500,750,-,-,---,---,6,6.5,very bright,very bright,medium
Panicum obtusum,16,25,1100,1500,20,20,---,---,5.5,6.6,very bright,very bright,light
Panicum repens,18,26,800,1800,-,-,---,---,4.5,6.2,clear skies,cloudy skies,"light, organic"
Panicum sumatrense,22,27,350,500,-,-,---,---,5.5,6.2,very bright,very bright,"medium, light"
Panicum turgidum,25,35,200,400,8,2,---,---,6.5,7,very bright,very bright,light
Panicum virgatum,17,32,500,1100,-,-,---,---,6,7,very bright,very bright,light
Panicum whitei,25,35,400,500,26,26,---,---,5.5,6,very bright,very bright,heavy
Papaver bracteatum,12,20,600,900,35,-,---,---,6,7,very bright,very bright,light
Papaver somniferum,15,24,800,1200,15,10,---,---,6.5,7.5,very bright,clear skies,medium
Parinari curatellifolia,14,30,400,1000,-,-,---,---,5.5,7,,,"heavy, medium"
Parkia biglobosa,28,40,400,800,5,-,---,---,4.5,5.5,very bright,clear skies,"medium, light"
Parkia speciosa,20,28,1000,2000,-,-,---,---,5.5,7,very bright,very bright,medium
Parthenium argentatum,20,34,400,800,-,-,---,---,6,8,very bright,clear skies,light
Paspalum distichum,20,30,600,750,-,-,---,---,5.5,6,clear skies,cloudy skies,"heavy, medium, light, organic"
Paspalum nicorae,16,23,900,1400,23,21,---,---,5.5,7,cloudy skies,very bright,light
Paspalum notatum,18,30,900,2100,-,-,---,---,5,6.2,cloudy skies,light shade,light
Paspalum plicatulum var. glabrum,19,30,900,2000,-,-,---,---,4.5,5.5,very bright,very bright,light
Paspalum urvillei,6,23,1000,1500,-,-,---,---,5.5,6.5,very bright,very bright,"heavy, medium"
Paspalum wettsteinii,15,25,1000,1500,20,20,---,---,5.5,6.5,very bright,very bright,"heavy, medium, light"
Passiflora edulis var. edulis,23,28,1000,1500,10,-,---,---,5.5,7.5,very bright,clear skies,"heavy, medium, light"
Paullinia cupana,24,32,2000,2500,-,-,---,---,4,5.5,cloudy skies,light shade,"heavy, medium, light, organic"
Paulownia tomentosa,24,30,700,1600,32,25,---,---,5.5,7,very bright,very bright,"medium, light"
Peltandra virginica,12,24,700,1500,25,23,---,---,4,8,clear skies,very bright,"medium, organic"
Peltophorum pterocarpum,27,36,1200,1800,-,-,---,---,5,6.5,very bright,clear skies,"medium, light"
Pennisetum glaucum,25,35,400,900,18,14,---,---,5,6.5,very bright,very bright,"medium, light"
Pennisetum pedicellatum,30,35,500,650,-,-,---,---,5.5,7,very bright,very bright,medium
Pentaclethra macrophylla,24,30,1800,2200,-,-,---,---,4.5,5.5,very bright,cloudy skies,medium
Pericopsis elata,26,35,1000,1300,1,1,---,---,6.5,7,very bright,clear skies,light
Pericopsis mooniana,26,34,1000,1700,-,-,---,---,6.5,7,very bright,clear skies,light
Perilla frutescens,5,30,250,600,-,-,---,---,5.5,7.2,clear skies,very bright,"medium, organic"
Persoonia falcata,22,38,600,1400,11,11,---,---,5,6,very bright,clear skies,"medium, light"
Petalostigma pubescens,20,37,600,1000,11,11,---,---,5.5,7,very bright,clear skies,light
Phalaris aquatica,12,18,500,1000,-,-,---,---,6,7,cloudy skies,very bright,"heavy, medium"
Phalaris arundinacea,17,25,700,1500,43,41,---,---,6,7,clear skies,very bright,"heavy, medium, light"
Phalaris canariensis,10,18,800,1500,25,20,---,---,6,7,very bright,clear skies,"heavy, medium"
Phalaris coerulescens,14,19,500,700,25,25,---,---,6,7,very bright,clear skies,"heavy, medium, light"
Phleum pratense,15,22,800,1100,36,30,---,---,6,7,cloudy skies,very bright,"heavy, medium, light, organic"
Phoenix reclinata,20,30,800,3000,-,-,---,---,5.5,7,clear skies,very bright,"heavy, medium, light, wide, organic"
Phoenix sylvestris,25,35,400,700,12,10,---,---,5.5,7.5,cloudy skies,very bright,medium
Phormium tenax,13,25,750,2000,25,10,---,---,5.5,7,very bright,cloudy skies,"heavy, medium, light"
Phragmites australis,30,35,500,1000,-,-,---,---,5.5,6.5,very bright,very bright,heavy
Phragmites communis,17,28,400,600,20,10,---,---,7,9,very bright,clear skies,"heavy, medium, light"
Emblica officinalis,20,29,1500,2500,-,-,---,---,6,8,very bright,very bright,medium
Phyllocladus aspleniifolius,17,24,1500,2500,41,41,---,---,5,6,light shade,cloudy skies,"medium, organic"
Physalis philadelphica,15,25,700,1000,18,15,---,---,6,7,very bright,clear skies,"medium, light, organic"
Phytolacca acinosa,12,18,600,900,-,-,---,---,5.5,7.5,cloudy skies,clear skies,"medium, organic"
Picea abies,5,15,400,700,45,40,---,---,4,5,cloudy skies,clear skies,"medium, organic"
Picea morida,15,25,1500,2000,25,25,---,---,5.5,7,very bright,clear skies,"medium, light"
Pimenta racemosa,22,28,1400,2000,10,10,---,---,5,6,very bright,clear skies,"heavy, medium, light"
Pimpinella anisum,18,26,900,1300,25,20,---,---,6.5,7,very bright,very bright,medium
Pinus ayacahuite,17,24,1500,2000,14,14,---,---,4.5,6.5,very bright,clear skies,"heavy, medium, light"
Pinus ayachuite var. Br.,10,20,850,950,24,24,---,---,4.5,6,very bright,clear skies,"medium, light"
Pinus brutia,20,35,400,800,33,33,---,---,5.5,7,very bright,very bright,"medium, light"
Pinus canariensis,19,29,800,1500,27.5,27.5,---,---,6.5,7,very bright,very bright,"medium, light"
Pinus caribaea ssp. bahamensis,26,32,1200,1500,21,21,---,---,5.5,7.5,very bright,very bright,"medium, light"
Pinus caribaea ssp. caribaea,26,34,1200,1600,21,21,---,---,5.5,7.5,very bright,very bright,"medium, light"
Pinus caribaea ssp. hondurensis,27,34,1000,2400,12,12,---,---,5.5,6.5,very bright,very bright,"medium, light"
Pinus chiapensis,23,28,1200,1400,15,15,---,---,4.5,5.5,very bright,very bright,light
Pinus douglasiana,15,25,1000,1400,17,17,---,---,6,6.5,very bright,clear skies,"medium, light"
Pinus durangensis,12,18,900,1100,23,19,---,---,6,6.5,very bright,clear skies,"medium, light"
Pinus excelsa,18,28,1000,2000,27,27,---,---,6,7,very bright,very bright,light
Pinus gerardiana,15,25,500,650,32,32,---,---,6,7,very bright,very bright,"medium, light"
Pinus greggii,16,24,700,750,20,20,---,---,5.5,6.5,very bright,very bright,"heavy, medium"
Pinus halepensis,18,34,400,600,30,30,---,---,5.5,7.5,very bright,very bright,"medium, light"
Pinus hartwegii,10,18,1100,1400,13,13,---,---,5.5,6,very bright,clear skies,light
Pinus kesiya,22,30,900,2000,11,11,---,---,4.5,5.5,very bright,very bright,"heavy, medium"
Pinus michoacana var. cornuta,17,28,1300,1700,15,15,---,---,5.7,6.3,very bright,clear skies,"heavy, medium, light"
Pinus montezumae,16,24,1200,1400,14,14,---,---,5.5,6.5,very bright,clear skies,"heavy, medium, light"
Pinus mugo,5,18,500,800,44,42,---,---,5,7.5,cloudy skies,clear skies,medium
